Incident_ID,Open_Time,Handle_Time_hrs,CI_Name_enc,CI_Cat_enc,CI_Subcat_enc,Closure_Code_enc,Priority_enc,Impact_enc,Urgency_enc,Resolution_SLA_Breach,Has_KB
IM0011524,2013-06-11 15:51:00,0.6833333333333333,2725,12,58,12,3,3,3,False,1
IM0011525,2013-06-11 16:00:00,1457.45,2584,2,45,6,3,3,3,True,1
IM0011526,2013-06-11 16:04:00,0.23333333333333334,2834,2,58,10,3,3,3,False,1
IM0011527,2013-06-11 16:08:00,0.9,2725,12,58,10,3,3,3,False,1
IM0011528,2013-06-11 16:09:00,1463.8833333333334,2283,2,45,10,3,3,3,True,1
IM0011529,2013-06-11 16:20:00,715.1166666666667,1014,2,10,10,4,4,4,True,1
IM0011530,2013-06-11 16:56:00,3665.2833333333333,987,2,10,1,4,4,4,True,1
IM0011531,2013-06-11 18:27:00,714.1,2455,2,45,6,3,3,3,True,1
IM0011532,2013-07-11 08:08:00,8.066666666666666,1375,4,21,10,5,5,2,False,1
IM0011533,2013-07-11 08:19:00,750.5333333333333,2874,2,58,6,2,2,2,True,1
IM0011534,2013-07-11 08:29:00,0.05,2268,2,42,6,4,4,4,False,1
IM0011535,2013-07-11 08:35:00,0.08333333333333333,2268,2,42,6,4,4,4,False,1
IM0011536,2013-07-11 08:38:00,5.483333333333333,2542,2,45,10,3,3,3,False,1
IM0011537,2013-07-11 08:45:00,2.25,2269,2,42,6,4,4,4,False,1
IM0011538,2013-07-11 08:48:00,2.9,2376,2,45,6,4,4,4,False,1
IM0011539,2013-07-11 08:48:00,3671.5666666666666,1775,4,21,1,4,4,4,True,1
IM0011540,2013-07-11 08:51:00,2.0833333333333335,2269,2,42,6,4,4,4,False,1
IM0011541,2013-07-11 08:59:00,6.45,1083,4,21,10,2,2,2,False,1
IM0011542,2013-07-11 09:02:00,0.03333333333333333,2269,2,42,6,4,4,4,False,1
IM0011543,2013-07-11 09:22:00,1.5333333333333334,2269,2,42,6,4,4,4,False,1
IM0011544,2013-07-11 09:24:00,747.2166666666667,1014,2,10,10,4,4,4,True,1
IM0011545,2013-07-11 09:27:00,0.05,2376,2,45,6,4,4,4,False,1
IM0011546,2013-07-11 09:29:00,0.9666666666666667,2719,12,58,10,3,3,3,False,1
IM0011547,2013-07-11 09:32:00,2953.4166666666665,2376,2,45,8,4,4,4,True,1
IM0011548,2013-06-11 14:44:00,-2188.0,2487,2,45,6,4,4,4,False,1
IM0011549,2013-06-11 14:45:00,,816,4,9,2,2,2,2,False,1
IM0011550,2013-06-11 14:46:00,,2487,2,45,6,4,4,4,False,1
IM0011551,2013-06-11 14:48:00,26.583333333333332,2487,2,45,10,4,4,4,False,1
IM0011552,2013-06-11 14:49:00,,2316,2,45,11,2,2,2,False,1
IM0011553,2013-06-11 14:49:00,0.5333333333333333,2725,12,58,1,3,3,3,False,1
IM0011554,2013-06-11 14:51:00,,2487,2,45,6,4,4,4,False,1
IM0011556,2013-06-11 14:52:00,0.8666666666666667,2747,12,58,12,3,3,3,False,1
IM0011557,2013-06-11 14:53:00,712.85,2834,2,58,6,3,3,3,True,1
IM0011558,2013-06-11 14:53:00,3670.8,2316,2,45,0,2,2,2,True,1
IM0011559,2013-06-11 14:56:00,,2316,2,45,10,2,2,2,False,1
IM0011560,2013-06-11 14:58:00,721.1166666666667,2875,2,58,6,3,3,3,True,1
IM0011561,2013-06-11 14:58:00,1461.3333333333333,2316,2,45,10,2,2,2,True,1
IM0011562,2013-06-11 14:59:00,0.38333333333333336,2835,2,58,10,3,3,3,False,1
IM0011563,2013-06-11 15:00:00,,2362,2,45,6,4,4,4,False,1
IM0011564,2013-06-11 15:01:00,,2316,2,45,10,2,2,2,False,1
IM0011565,2013-06-11 15:02:00,,2316,2,45,0,2,2,2,False,1
IM0011566,2013-06-11 15:03:00,0.8,984,2,10,10,3,3,3,False,1
IM0011567,2013-06-11 15:04:00,,2316,2,45,6,5,5,2,False,1
IM0011568,2013-06-11 15:04:00,1459.7666666666667,2487,2,45,6,3,3,3,True,1
IM0011569,2013-06-11 15:05:00,,2316,2,45,11,5,5,2,False,1
IM0011570,2013-06-11 15:05:00,0.7666666666666667,2818,2,58,10,4,4,4,False,1
IM0011571,2013-06-11 15:05:00,1462.6833333333334,2298,2,45,6,4,4,4,True,1
IM0011572,2013-06-11 15:07:00,,2450,2,45,10,3,3,3,False,1
IM0011573,2013-06-11 15:07:00,,2316,2,45,6,2,2,2,False,1
IM0011574,2013-06-11 15:10:00,,2552,2,45,2,4,4,4,False,1
IM0011575,2013-06-11 15:10:00,,2316,2,45,10,2,2,2,False,1
IM0011576,2013-06-11 15:11:00,,2442,2,45,12,4,4,4,False,1
IM0011577,2013-06-11 15:13:00,0.5,2291,2,45,12,4,4,4,False,1
IM0011578,2013-06-11 15:14:00,3667.2,2316,2,45,0,2,2,2,True,1
IM0011579,2013-06-11 15:16:00,,2316,2,45,10,2,2,2,False,1
IM0011580,2013-06-11 15:16:00,0.2,2834,2,58,10,3,3,3,False,1
IM0011581,2013-06-11 15:17:00,-1441.3,2316,2,45,10,2,2,2,False,1
IM0011582,2013-06-11 15:19:00,4386.666666666667,2316,2,45,6,2,2,2,True,1
IM0011583,2013-06-11 15:20:00,,2316,2,45,10,2,2,2,False,1
IM0011584,2013-06-11 15:21:00,4389.55,2316,2,45,6,2,2,2,True,1
IM0011585,2013-06-11 15:24:00,4389.683333333333,2316,2,45,6,2,2,2,True,1
IM0011586,2013-06-11 15:24:00,713.5333333333333,2724,12,58,0,3,3,3,True,1
IM0011587,2013-06-11 15:28:00,3672.9166666666665,2454,2,45,6,3,3,3,True,1
IM0011588,2013-06-11 15:30:00,0.06666666666666667,2834,2,58,10,3,3,3,False,1
IM0011589,2013-06-11 15:32:00,1458.9166666666667,2297,2,45,10,3,3,3,True,1
IM0011590,2013-06-11 15:32:00,718.2333333333333,2550,2,45,4,2,2,2,True,1
IM0011591,2013-06-11 15:43:00,,2834,2,58,12,3,3,3,False,1
IM0011592,2013-06-11 15:48:00,,1050,2,10,10,3,3,3,False,1
IM0011593,2013-06-11 15:48:00,,2278,2,45,12,3,3,3,False,1
IM0011594,2013-06-11 15:59:00,4384.116666666667,2426,2,45,6,4,4,4,True,1
IM0011595,2013-06-11 15:36:00,720.5666666666667,2875,2,58,6,3,3,3,True,1
IM0011596,2013-06-11 15:39:00,2229.2166666666667,2875,2,58,10,3,3,3,True,1
IM0011597,2013-06-11 15:40:00,-2185.0833333333335,2434,2,45,6,4,4,4,False,1
IM0011598,2013-06-11 15:41:00,717.9833333333333,1028,2,10,10,3,3,3,True,1
IM0011599,2013-06-11 15:43:00,0.23333333333333334,2711,12,58,10,3,3,3,False,1
IM0011600,2013-06-11 15:43:00,3666.5666666666666,2487,2,45,6,4,4,4,True,1
IM0011601,2013-06-11 15:46:00,714.6333333333333,2454,2,45,6,3,3,3,True,1
IM0011602,2013-06-11 15:46:00,714.1833333333333,2567,2,45,6,4,4,4,True,1
IM0011603,2013-06-11 15:48:00,,2263,11,41,4,3,3,3,False,1
IM0011604,2013-06-11 15:49:00,1.8333333333333333,2527,2,45,5,4,4,4,False,1
IM0011605,2013-06-11 15:51:00,0.9833333333333333,2725,12,58,12,3,3,3,False,1
IM0011606,2013-06-11 15:55:00,0.3,2858,2,58,6,4,4,4,False,1
IM0011607,2013-06-11 15:56:00,,1991,4,21,1,3,3,3,False,1
IM0011608,2013-06-11 15:57:00,0.7,2834,2,58,10,3,3,3,False,1
IM0011609,2013-06-11 15:59:00,1465.2333333333333,2487,2,45,12,4,4,4,True,1
IM0011610,2013-06-11 16:02:00,0.45,2834,2,58,10,3,3,3,False,1
IM0011611,2013-06-11 16:05:00,,2610,10,49,6,3,3,3,False,1
IM0011612,2013-06-11 16:19:00,713.0,2376,2,45,6,3,3,3,True,1
IM0011613,2013-06-11 16:37:00,3668.95,2758,12,58,6,4,4,4,True,1
IM0011614,2013-06-11 16:48:00,716.1333333333333,2862,2,58,10,3,3,3,True,1
IM0011615,2013-06-11 16:56:00,3664.1666666666665,1837,4,21,1,4,4,4,True,1
IM0011616,2013-06-11 17:02:00,1.7666666666666666,2709,12,58,6,3,3,3,False,1
IM0011617,2013-06-11 17:18:00,,2879,2,58,10,3,3,3,False,1
IM0011618,2013-06-11 17:25:00,4386.033333333334,1054,7,13,6,4,4,4,True,1
IM0011619,2013-06-11 17:37:00,0.23333333333333334,2278,2,45,12,2,2,2,False,1
IM0011620,2013-06-11 17:41:00,1457.75,1014,2,10,10,4,4,4,True,1
IM0011621,2013-06-11 18:25:00,717.55,2552,2,45,4,2,2,2,True,1
IM0011622,2013-07-11 00:57:00,759.95,2863,2,58,6,2,2,2,True,1
IM0011623,2013-07-11 08:13:00,-3571.733333333333,1858,4,21,10,4,4,4,False,1
IM0011624,2013-07-11 08:28:00,3678.7166666666667,2661,12,3,4,3,3,3,True,1
IM0011625,2013-07-11 08:36:00,0.5333333333333333,2487,2,45,6,4,4,4,False,1
IM0011626,2013-07-11 08:41:00,,2527,2,45,4,4,4,4,False,1
IM0011627,2013-07-11 08:43:00,,2661,12,3,4,3,3,3,False,1
IM0011628,2013-07-11 08:44:00,0.08333333333333333,2834,2,58,6,3,3,3,False,1
IM0011629,2013-07-11 08:53:00,,2863,2,58,13,4,4,4,False,1
IM0011630,2013-07-11 09:02:00,,2268,2,42,6,3,3,3,False,1
IM0011631,2013-07-11 09:08:00,5.4,2584,2,45,10,3,3,3,False,1
IM0011632,2013-07-11 09:15:00,0.25,2725,12,58,10,3,3,3,False,1
IM0011633,2013-07-11 09:19:00,1.3333333333333333,991,2,10,6,3,3,3,False,1
IM0011634,2013-06-11 16:00:00,720.3833333333333,2745,12,58,5,3,3,3,True,1
IM0011635,2013-06-11 16:02:00,,69,4,2,11,1,1,1,False,1
IM0011636,2013-06-11 16:03:00,,159,4,2,11,2,2,2,False,1
IM0011637,2013-06-11 16:05:00,716.7166666666667,10,2,3,10,3,3,3,True,1
IM0011638,2013-06-11 16:09:00,715.55,2487,2,45,6,3,3,3,True,1
IM0011639,2013-06-11 16:15:00,3672.15,2818,2,58,10,4,4,4,True,1
IM0011640,2013-06-11 16:16:00,0.8,2725,12,58,10,3,3,3,False,1
IM0011641,2013-06-11 16:28:00,711.6666666666666,2709,12,58,6,4,4,4,True,1
IM0011642,2013-06-11 16:41:00,0.21666666666666667,2834,2,58,10,3,3,3,False,1
IM0011643,2013-06-11 16:41:00,,2751,12,58,10,3,3,3,False,1
IM0011644,2013-06-11 16:41:00,713.0333333333333,2878,2,58,6,4,4,4,True,1
IM0011645,2013-06-11 16:47:00,712.9333333333333,2567,2,45,6,5,5,2,True,1
IM0011646,2013-06-11 16:51:00,0.08333333333333333,2834,2,58,10,3,3,3,False,1
IM0011647,2013-06-11 16:56:00,1465.2166666666667,2552,2,45,6,3,3,3,True,1
IM0011648,2013-06-11 17:11:00,716.45,2878,2,58,6,4,4,4,True,1
IM0011649,2013-07-11 06:49:00,3.8833333333333333,2436,2,45,0,2,2,2,False,1
IM0011650,2013-07-11 06:50:00,,2436,2,45,0,5,5,2,False,1
IM0011651,2013-07-11 07:58:00,1.8333333333333333,2869,2,58,6,3,3,4,False,1
IM0011652,2013-07-11 08:07:00,747.6333333333333,2869,2,58,9,3,3,3,True,1
IM0011653,2013-07-11 08:13:00,0.4166666666666667,2684,12,45,0,3,3,3,False,1
IM0011654,2013-07-11 08:19:00,,1453,4,21,6,4,4,4,False,1
IM0011655,2013-07-11 08:26:00,2.25,2513,2,45,6,3,3,3,False,1
IM0011656,2013-07-11 08:28:00,,996,2,10,1,4,4,4,False,1
IM0011657,2013-07-11 08:33:00,,1489,4,21,6,4,4,4,False,1
IM0011658,2013-07-11 08:34:00,-3576.2,2758,12,58,10,4,4,4,False,1
IM0011659,2013-07-11 08:51:00,7.033333333333333,2487,2,45,6,3,3,3,False,1
IM0011660,2013-07-11 08:51:00,2.066666666666667,2487,2,45,6,3,3,3,False,1
IM0011661,2013-07-11 08:55:00,2954.3166666666666,2487,2,45,6,3,3,3,True,1
IM0011662,2013-07-11 08:58:00,0.36666666666666664,2454,2,45,5,3,3,3,False,1
IM0011663,2013-07-11 09:00:00,1.3166666666666667,2278,2,45,11,3,3,3,False,1
IM0011664,2013-07-11 09:27:00,0.31666666666666665,2725,12,58,10,3,3,3,False,1
IM0011665,2013-07-11 09:33:00,747.4833333333333,2869,2,58,6,3,3,3,True,1
IM0011666,2013-07-11 09:43:00,2.0833333333333335,2454,2,45,12,3,3,3,False,1
IM0011667,2013-07-11 09:49:00,,2286,2,45,10,2,2,2,False,1
IM0011668,2013-07-11 09:51:00,0.25,2725,12,58,6,3,3,3,False,1
IM0011669,2013-06-11 17:41:00,714.0,2818,2,58,10,4,4,4,True,1
IM0011670,2013-07-11 02:28:00,20.683333333333334,2138,4,32,1,2,2,2,False,1
IM0011671,2013-07-11 07:11:00,0.8,12,2,3,10,3,3,3,False,1
IM0011672,2013-07-11 07:44:00,2952.733333333333,2869,2,58,6,3,3,3,True,1
IM0011673,2013-07-11 08:32:00,0.36666666666666664,2573,2,45,6,2,2,2,False,1
IM0011674,2013-07-11 08:40:00,1.6666666666666667,993,2,10,10,2,2,2,False,1
IM0011675,2013-07-11 09:01:00,5.066666666666666,1050,2,10,10,2,2,2,False,1
IM0011676,2013-07-11 09:04:00,2.933333333333333,2376,2,45,6,4,4,4,False,1
IM0011677,2013-07-11 09:05:00,0.5666666666666667,2454,2,45,13,3,3,3,False,1
IM0011678,2013-07-11 09:13:00,0.5333333333333333,2834,2,58,10,3,3,3,False,1
IM0011679,2013-07-11 09:34:00,5.3,2487,2,45,6,4,4,4,False,1
IM0011680,2013-07-11 09:41:00,8527.05,2552,2,45,6,4,4,4,True,1
IM0011681,2013-07-11 09:42:00,746.0666666666667,2373,2,45,0,3,3,3,True,1
IM0011682,2013-07-11 09:44:00,746.0833333333334,2373,2,45,0,3,3,3,True,1
IM0011683,2013-07-11 09:46:00,,2373,2,45,0,3,3,3,False,1
IM0011684,2013-07-11 09:48:00,0.05,2834,2,58,6,3,3,3,False,1
IM0011685,2013-07-11 09:48:00,,2442,2,45,10,4,4,4,False,1
IM0011686,2013-07-11 09:49:00,0.25,2286,2,45,10,3,3,3,False,1
IM0011687,2013-07-11 09:50:00,0.23333333333333334,2834,2,58,6,3,3,3,False,1
IM0011688,2013-07-11 09:53:00,0.23333333333333334,2834,2,58,10,3,3,3,False,1
IM0011689,2013-07-11 09:55:00,0.25,2834,2,58,6,3,3,3,False,1
IM0011690,2013-07-11 10:01:00,746.7666666666667,2869,2,58,6,3,3,3,True,1
IM0011691,2013-07-11 10:12:00,0.5666666666666667,2834,2,58,6,3,3,3,False,1
IM0011692,2013-07-11 10:14:00,4.1,1083,4,21,10,2,2,2,False,1
IM0011693,2013-07-11 10:22:00,2951.9166666666665,2442,2,45,10,4,4,4,True,1
IM0011694,2013-07-11 10:29:00,0.9666666666666667,2874,2,58,12,3,3,3,False,1
IM0011695,2013-07-11 10:37:00,,2263,11,41,10,3,3,3,False,1
IM0011696,2013-07-11 10:43:00,5640.9,2289,2,45,10,3,3,3,True,1
IM0011697,2013-07-11 10:49:00,,2874,2,58,6,3,3,3,False,1
IM0011698,2013-07-11 10:49:00,,2849,2,58,6,4,4,4,False,1
IM0011699,2013-07-11 10:57:00,744.6333333333333,2661,12,3,10,3,3,3,True,1
IM0011700,2013-07-11 11:03:00,748.85,2588,2,45,1,2,2,2,True,1
IM0011701,2013-07-11 11:21:00,3676.733333333333,2263,11,41,6,3,3,3,True,1
IM0011702,2013-07-11 09:21:00,6.85,1784,4,21,10,2,2,2,False,1
IM0011703,2013-07-11 09:22:00,10008.416666666666,1233,4,21,5,4,4,4,True,1
IM0011704,2013-07-11 09:23:00,2951.8333333333335,1286,4,21,1,3,3,3,True,1
IM0011705,2013-07-11 09:28:00,1.1166666666666667,1031,2,10,12,3,3,3,False,1
IM0011706,2013-07-11 09:30:00,1.6666666666666667,2818,2,58,10,4,4,4,False,1
IM0011707,2013-07-11 09:35:00,2.55,2262,11,41,6,3,3,3,False,1
IM0011708,2013-07-11 09:38:00,2951.45,951,4,9,1,2,2,2,True,1
IM0011709,2013-07-11 09:39:00,744.8,2454,2,45,10,3,3,3,True,1
IM0011710,2013-07-11 09:40:00,0.7,2684,12,45,0,4,4,4,False,1
IM0011711,2013-07-11 09:41:00,1.0666666666666667,2513,2,45,6,2,2,2,False,1
IM0011712,2013-07-11 09:43:00,1.25,2286,2,45,10,2,2,2,False,1
IM0011713,2013-07-11 09:47:00,0.31666666666666665,2286,2,45,10,3,3,3,False,1
IM0011714,2013-07-11 09:49:00,,1432,4,21,1,4,4,4,False,1
IM0011715,2013-07-11 09:54:00,,606,4,2,11,2,2,2,False,1
IM0011716,2013-07-11 09:55:00,0.21666666666666667,2725,12,58,6,3,3,3,False,1
IM0011717,2013-07-11 10:02:00,0.05,2834,2,58,10,3,3,3,False,1
IM0011718,2013-07-11 10:04:00,0.43333333333333335,2608,10,49,12,5,5,2,False,1
IM0011719,2013-07-11 10:11:00,0.03333333333333333,2834,2,58,10,3,3,3,False,1
IM0011720,2013-07-11 10:11:00,0.16666666666666666,2286,2,45,10,3,3,3,False,1
IM0011721,2013-07-11 10:12:00,746.6333333333333,2869,2,58,6,3,3,3,True,1
IM0011722,2013-07-11 10:16:00,0.6333333333333333,2286,2,45,10,3,3,3,False,1
IM0011723,2013-07-11 10:21:00,741.2333333333333,2758,12,58,6,4,4,4,True,1
IM0011724,2013-07-11 10:26:00,0.03333333333333333,2286,2,45,10,3,3,3,False,1
IM0011725,2013-07-11 10:26:00,0.11666666666666667,2834,2,58,10,3,3,3,False,1
IM0011726,2013-07-11 10:32:00,,1663,4,21,1,4,4,4,False,1
IM0011727,2013-07-11 10:33:00,0.35,2286,2,45,10,5,5,2,False,1
IM0011728,2013-07-11 10:33:00,2958.4166666666665,2745,12,58,13,3,3,3,True,1
IM0011729,2013-07-11 10:39:00,5.666666666666667,2725,12,58,10,3,3,3,False,1
IM0011730,2013-07-11 10:42:00,748.7833333333333,2875,2,58,6,3,3,3,True,1
IM0011731,2013-07-11 10:45:00,,2841,2,58,6,3,3,3,False,1
IM0011732,2013-07-11 10:50:00,,2589,2,45,1,2,3,2,False,1
IM0011733,2013-07-11 10:53:00,,2442,2,45,12,4,4,4,False,1
IM0011734,2013-07-11 10:55:00,3674.4333333333334,1505,4,21,1,4,4,4,True,1
IM0011735,2013-07-11 10:56:00,0.7166666666666667,2725,12,58,10,3,3,3,False,1
IM0011736,2013-07-11 10:58:00,1.0166666666666666,2454,2,45,12,3,3,3,False,1
IM0011737,2013-07-11 11:05:00,0.5333333333333333,2487,2,45,6,4,4,4,False,1
IM0011738,2013-07-11 11:10:00,5.066666666666666,1050,2,10,10,3,3,3,False,1
IM0011739,2013-07-11 11:11:00,745.8333333333334,2869,2,58,9,3,3,3,True,1
IM0011740,2013-07-11 11:13:00,0.38333333333333336,2834,2,58,10,3,3,3,False,1
IM0011741,2013-07-11 11:15:00,2.6166666666666667,991,2,10,4,4,4,4,False,1
IM0011742,2013-07-11 11:15:00,2953.9,2758,12,58,6,4,4,4,True,1
IM0011743,2013-07-11 11:16:00,0.31666666666666665,2834,2,58,10,3,3,3,False,1
IM0011744,2013-07-11 11:21:00,4.633333333333334,2487,2,45,6,4,4,4,False,1
IM0011745,2013-07-11 09:33:00,747.45,2869,2,58,6,3,3,3,True,1
IM0011746,2013-07-11 09:38:00,,2376,2,45,6,4,4,4,False,1
IM0011747,2013-07-11 09:42:00,2233.0,2817,2,58,0,3,2,4,True,1
IM0011748,2013-07-11 09:44:00,,55,4,2,11,1,1,1,False,1
IM0011749,2013-07-11 09:44:00,,2263,11,41,6,3,3,3,False,1
IM0011750,2013-07-11 09:48:00,,2442,2,45,12,4,4,4,False,1
IM0011751,2013-07-11 09:54:00,2958.65,2376,2,45,6,4,4,4,True,1
IM0011752,2013-07-11 09:57:00,0.06666666666666667,2268,2,42,6,4,4,4,False,1
IM0011753,2013-07-11 10:04:00,0.7833333333333333,2269,2,42,6,4,4,4,False,1
IM0011754,2013-07-11 10:12:00,4.7,2849,2,58,6,3,3,3,False,1
IM0011755,2013-07-11 10:12:00,0.43333333333333335,2834,2,58,6,3,3,3,False,1
IM0011756,2013-07-11 10:13:00,0.65,2725,12,58,12,3,3,3,False,1
IM0011757,2013-07-11 10:16:00,0.05,2376,2,45,6,4,4,4,False,1
IM0011758,2013-07-11 10:21:00,4.866666666666666,2376,2,45,6,4,4,4,False,1
IM0011759,2013-07-11 10:22:00,2.4,2442,2,45,10,4,4,4,False,1
IM0011760,2013-07-11 10:27:00,3672.9666666666667,2661,12,3,10,2,2,2,True,1
IM0011761,2013-07-11 10:31:00,2954.616666666667,2376,2,45,6,4,4,4,True,1
IM0011762,2013-07-11 10:33:00,,2376,2,45,6,4,4,4,False,1
IM0011763,2013-07-11 10:35:00,,2376,2,45,6,4,4,4,False,1
IM0011764,2013-07-11 10:36:00,2948.9666666666667,12,2,3,10,3,3,3,True,1
IM0011765,2013-07-11 10:36:00,4.733333333333333,1050,2,10,10,2,2,2,False,1
IM0011766,2013-07-11 10:37:00,744.7833333333333,2376,2,45,6,4,4,4,True,1
IM0011767,2013-07-11 10:38:00,4.7,2406,2,45,5,3,3,3,False,1
IM0011768,2013-07-11 10:48:00,0.6,2903,4,59,6,3,3,3,False,1
IM0011769,2013-07-11 10:53:00,3.2666666666666666,980,2,10,1,3,3,3,False,1
IM0011770,2013-07-11 11:07:00,2952.616666666667,2869,2,58,13,3,3,4,True,1
IM0011771,2013-07-11 11:10:00,,2376,2,45,6,4,4,4,False,1
IM0011772,2013-07-11 11:13:00,,2278,2,45,12,2,2,2,False,1
IM0011773,2013-07-11 11:24:00,,2376,2,45,6,4,4,4,False,1
IM0011774,2013-07-11 11:31:00,9260.1,2875,2,58,6,3,3,3,True,1
IM0011775,2013-07-11 11:39:00,2.533333333333333,2376,2,45,6,4,4,4,False,1
IM0011776,2013-07-11 11:48:00,0.36666666666666664,2834,2,58,6,3,3,3,False,1
IM0011777,2013-07-11 11:49:00,,2688,12,45,6,4,4,4,False,1
IM0011778,2013-07-11 11:53:00,3675.4,2269,2,42,6,4,4,4,True,1
IM0011779,2013-07-11 11:56:00,,2376,2,45,6,4,4,4,False,1
IM0011780,2013-07-11 12:07:00,,2287,2,45,6,3,3,3,False,1
IM0011781,2013-07-11 12:08:00,2950.8333333333335,664,4,35,10,3,3,3,True,1
IM0011782,2013-07-11 12:14:00,,1083,4,21,11,2,2,2,False,1
IM0011783,2013-07-11 12:14:00,,2741,12,58,4,2,2,2,False,1
IM0011784,2013-07-11 12:29:00,747.3833333333333,2818,2,58,10,4,4,4,True,1
IM0011785,2013-07-11 12:45:00,1.1333333333333333,1087,4,21,10,2,2,2,False,1
IM0011786,2013-07-11 12:53:00,0.55,2527,2,45,6,4,4,4,False,1
IM0011787,2013-07-11 12:54:00,,2708,12,47,13,4,4,4,False,1
IM0011788,2013-07-11 09:56:00,0.13333333333333333,1014,2,10,10,4,4,4,False,1
IM0011789,2013-07-11 09:57:00,0.9333333333333333,2513,2,45,6,3,3,3,False,1
IM0011790,2013-07-11 10:15:00,742.6,2584,2,45,6,3,3,3,True,1
IM0011791,2013-07-11 10:21:00,,2312,2,45,4,3,3,3,False,1
IM0011792,2013-07-11 10:22:00,2.2666666666666666,2747,12,58,6,3,3,3,False,1
IM0011793,2013-07-11 10:33:00,2961.4666666666667,2454,2,45,10,3,3,3,True,1
IM0011794,2013-07-11 10:44:00,742.75,2307,2,45,0,3,3,3,True,1
IM0011795,2013-07-11 10:51:00,746.1166666666667,2869,2,58,0,3,3,3,True,1
IM0011796,2013-07-11 11:06:00,748.9166666666666,2588,2,45,1,2,2,2,True,1
IM0011797,2013-07-11 11:09:00,,2869,2,58,6,3,3,4,False,1
IM0011798,2013-07-11 11:21:00,,1013,2,10,11,3,3,3,False,1
IM0011799,2013-07-11 11:40:00,0.6833333333333333,2834,2,58,6,3,3,3,False,1
IM0011800,2013-07-11 11:46:00,10728.116666666667,2454,2,45,11,3,3,3,True,1
IM0011801,2013-07-11 11:51:00,0.31666666666666665,2725,12,58,10,3,3,3,False,1
IM0011802,2013-07-11 11:55:00,3.9,1014,2,10,10,4,4,4,False,1
IM0011803,2013-07-11 12:13:00,,12,2,3,10,3,3,3,False,1
IM0011804,2013-07-11 12:18:00,744.5833333333334,2869,2,58,9,3,3,3,True,1
IM0011805,2013-07-11 12:34:00,0.65,2331,2,45,6,2,2,2,False,1
IM0011806,2013-07-11 12:34:00,2.6666666666666665,990,2,10,10,5,5,2,False,1
IM0011807,2013-07-11 13:08:00,,980,2,10,10,3,3,3,False,1
IM0011808,2013-07-11 13:21:00,2951.233333333333,1341,4,21,10,4,4,4,True,1
IM0011809,2013-07-11 13:24:00,738.8833333333333,2403,2,45,6,5,5,2,True,1
IM0011810,2013-07-11 13:27:00,747.75,2501,2,45,6,3,3,3,True,1
IM0011811,2013-07-11 13:28:00,,2552,2,45,6,3,3,3,False,1
IM0011812,2013-07-11 13:30:00,,2454,2,45,6,3,3,3,False,1
IM0011813,2013-07-11 13:30:00,,2957,4,59,10,3,3,3,False,1
IM0011814,2013-07-11 13:53:00,2952.766666666667,2711,12,58,10,3,3,3,True,1
IM0011815,2013-07-11 14:01:00,,2725,12,58,0,3,3,3,False,1
IM0011816,2013-07-11 14:05:00,0.16666666666666666,2711,12,58,10,3,3,3,False,1
IM0011817,2013-07-11 14:14:00,0.16666666666666666,2834,2,58,10,3,3,3,False,1
IM0011818,2013-07-11 14:20:00,742.5333333333333,2869,2,58,9,3,3,3,True,1
IM0011819,2013-07-11 14:21:00,2950.95,2487,2,45,6,4,4,4,True,1
IM0011820,2013-07-11 14:23:00,1.2666666666666666,2487,2,45,6,4,4,4,False,1
IM0011821,2013-07-11 11:23:00,0.18333333333333332,2454,2,45,10,3,3,3,False,1
IM0011822,2013-07-11 11:23:00,0.11666666666666667,2834,2,58,10,3,3,3,False,1
IM0011823,2013-07-11 11:27:00,2.0833333333333335,2528,2,45,11,2,2,2,False,1
IM0011824,2013-07-11 11:27:00,,1509,4,21,6,4,4,4,False,1
IM0011825,2013-07-11 11:30:00,,2480,2,45,2,4,4,4,False,1
IM0011826,2013-07-11 11:31:00,2953.8333333333335,2878,2,58,6,3,3,4,True,1
IM0011827,2013-07-11 11:31:00,3670.2,2567,2,45,6,4,4,4,True,1
IM0011828,2013-07-11 11:32:00,4.033333333333333,985,2,10,10,5,5,2,False,1
IM0011829,2013-07-11 11:36:00,,2454,2,45,6,4,4,4,False,1
IM0011830,2013-07-11 11:37:00,2956.983333333333,2454,2,45,13,3,3,3,True,1
IM0011831,2013-07-11 11:40:00,0.05,2725,12,58,10,3,3,3,False,1
IM0011832,2013-07-11 11:41:00,3669.733333333333,1904,4,21,10,4,4,4,True,1
IM0011833,2013-07-11 11:48:00,2.1666666666666665,2575,2,45,5,4,4,4,False,1
IM0011834,2013-07-11 11:55:00,5.2,2869,2,58,6,3,3,3,False,1
IM0011835,2013-07-11 11:58:00,1.9166666666666667,2709,12,58,5,3,3,3,False,1
IM0011836,2013-07-11 12:09:00,,2455,2,45,6,3,3,3,False,1
IM0011837,2013-07-11 12:12:00,747.3833333333333,2455,2,45,6,3,3,3,True,1
IM0011838,2013-07-11 12:19:00,,2442,2,45,4,4,4,4,False,1
IM0011839,2013-07-11 12:19:00,3671.9,2875,2,58,0,3,3,3,True,1
IM0011840,2013-07-11 12:24:00,2952.766666666667,2874,2,58,6,3,3,3,True,1
IM0011841,2013-07-11 12:24:00,741.2666666666667,2442,2,45,8,4,4,4,True,1
